DoB,UID,address,ethnic_group,gender,join_date
2007-05-28,74153875426190,M3 3,F,M,2013-05-24
1998-09-16,88103665270971,M34 3,C,F,2010-03-12
1965-06-26,90567722861745,M22 0,A,M,1995-09-23
2007-04-15,24062895912770,M43 7,F,F,2016-06-03
1991-11-29,9628163624554,M40 0,D,M,2010-03-07
1978-10-21,3164917899728,M8 5,B,M,2002-05-01
1933-10-03,65731296200246,M7 2,A,F,1961-11-29
1997-02-08,97323814031691,M27 8,B,M,2015-09-17
1941-04-03,91471368171576,M20 1,D,F,2016-12-15
1979-08-30,29780736984053,M11 4,F,M,1991-03-02
1966-03-25,38817864911558,M34 6,A,M,1996-02-25
1971-04-26,80673620355057,M40 2,A,M,1978-09-17
1939-04-06,67384794998133,M9 0,A,F,1970-09-28
1983-11-06,60777766804505,M9 4,D,F,2013-03-09
1941-01-30,35592604212043,M23 9,F,M,1962-09-14
1943-11-19,73006155580521,M15 5,A,M,2010-06-03
1954-04-16,7296527327722,M90 5,X,M,1962-06-14
1951-12-03,61352773365091,M4 5,F,F,2002-05-22
1960-12-05,75478875684641,M7 2,X,M,1985-02-13
1967-12-03,31490062745134,M28 2,F,F,1972-09-11
2002-12-04,33629581652228,M28 2,X,M,2014-06-14
1936-03-08,86550794745365,M28 1,B,F,1965-10-14
1993-02-19,22335291000992,M29 8,D,M,2009-01-03
1996-06-23,90240755821961,M7 2,D,M,2002-07-12
1933-08-28,95422003200625,M24 2,B,F,1980-11-29
1946-06-30,25683127805907,M24 2,X,M,1961-08-16
1992-08-27,37708928590696,M2 2,F,M,2003-01-19
1989-01-24,19711661308790,M40 0,F,F,1996-12-13
1953-05-18,42401200478192,M40 1,B,F,2010-11-14
1936-02-04,18969095487178,M29 8,F,M,1971-02-22
1933-07-10,51744265751974,M8 5,D,M,2017-02-07
1934-01-02,45310432247684,M4 1,D,M,1999-09-09
1974-04-16,61200135673681,M23 9,D,M,1989-09-04
1979-06-26,57009135928730,M41 7,X,F,1979-07-26
1980-04-17,15570078725720,M9 4,A,M,2006-02-14
1995-05-23,34296351288979,M4 1,B,M,1996-08-16
1993-10-27,82782650377917,M40 0,F,M,2011-05-16
1992-05-06,15634038862461,M41 7,D,M,2014-08-20
1977-11-15,86495360270928,M4 6,F,F,1979-07-08
1967-02-26,81671509839038,M7 2,C,M,1976-10-23
1986-01-03,42076319601091,M9 4,A,M,2017-07-12
1956-09-20,56951141204832,M2 2,X,M,2012-12-05
1961-09-03,92475011564160,M4 1,F,F,1986-04-29
1976-04-01,20432208906418,M3 6,X,F,1993-09-25
1951-03-25,21423266463398,M7 4,F,F,1998-06-23
1979-06-23,36607451942461,M15 5,B,F,2003-10-09
1969-04-16,84086850233194,M33 3,B,M,2012-07-22
1942-05-14,3161997361236,M22 9,F,F,2009-02-06
1951-10-14,1819573361448,M28 2,C,M,1952-04-28
1991-11-08,36249691040316,M14 7,D,M,1995-11-30
1944-07-18,72787043851588,M24 1,F,F,1959-02-05
1935-10-25,83375084349314,M43 7,X,M,1991-08-13
1986-10-25,44701150477227,M2 2,C,F,2002-11-17
1936-03-06,24583315750686,M40 7,A,M,1959-03-31
1995-11-15,36756646018266,M25 9,X,F,2008-03-25
1993-09-25,92485905783463,M41 7,C,F,2001-09-07
1942-02-18,93539382942155,M43 7,A,M,1977-01-08
1997-01-30,13277357379794,M26 3,A,F,2017-06-10
1938-04-19,73693003717108,M60 1,A,M,1947-07-03
1994-03-26,92842260984249,M4 6,A,F,1999-11-22
1964-08-23,36977835738374,M21 9,X,F,1970-02-16
1957-11-19,53387338234497,M4 6,C,M,2009-04-02
1980-04-04,60098906759150,M3 6,F,F,2001-03-28
1981-01-22,91602517441937,M90 5,B,M,2014-05-13
1944-06-05,68215658883095,M20 6,C,F,1948-03-11
1937-09-29,84965128687795,M25 1,A,M,1947-02-26
1961-03-18,49042500460836,M45 8,C,M,2001-03-10
1989-12-07,73449155963435,M40 0,X,F,2000-08-10
1988-11-21,28200096064635,M27 0,B,M,1992-07-18
1975-07-13,79753365897615,M14 5,D,M,1990-06-20
1977-10-15,26619404191304,M28 1,D,M,1977-10-21
1954-06-25,85215982503839,M28 2,B,M,1969-08-31
1944-04-10,71978653270380,M21 9,C,F,1951-06-01
1962-03-30,21367712218059,M24 2,C,M,1998-03-06
1993-09-02,22477534876120,M22 0,C,M,2005-07-02
1955-10-27,15824440504591,M34 3,D,M,1973-03-18
1992-02-11,40260289370239,M27 8,F,M,2006-03-22
1995-09-09,47902345739091,M25 1,B,M,1998-10-18
1952-07-30,23616094577246,M43 7,D,M,2016-05-01
1989-08-17,55687986069960,M21 9,X,F,2017-05-31
1984-03-22,82849330572903,M30 0,D,F,2017-04-21
1968-07-27,59931070178061,M26 3,C,M,2015-08-09
1974-06-19,28014447235640,M40 8,F,M,2002-09-17
1938-09-17,91124266905321,M28 1,B,F,1949-05-29
2001-07-06,66743816815262,M27 0,A,M,2012-06-28
1942-04-05,8487969920565,M28 3,B,M,1990-07-11
1946-05-20,81593378502621,M7 3,B,M,1984-02-16
1993-04-04,30395136411991,M6 7,A,M,1999-05-07
1943-06-06,46101409749771,M14 7,F,M,1974-03-24
1950-08-08,39691536680199,M45 7,D,M,2011-06-04
1968-04-02,47016236234918,M9 4,X,M,1981-03-12
1951-07-26,92992636457548,M40 1,F,M,1989-06-24
1934-05-27,53312650016417,M45 8,A,M,1952-06-18
1975-05-11,44502044493711,M18 7,C,F,1996-01-03
2002-08-20,61320675251645,M6 7,X,M,2011-01-30
1940-12-14,17279434361846,M33 5,A,F,1947-05-21
1934-01-26,23640323285535,M34 5,B,M,1935-05-27
1963-04-07,47559632266268,M27 9,B,M,1964-03-20
1999-07-28,16204833383544,M25 1,C,F,2012-01-05
1935-08-26,96087322308225,M9 4,A,M,2001-05-25
1934-11-24,90092708138419,M4 6,B,M,1984-08-23
1984-08-16,8682454795924,M46 0,B,M,1997-01-31
1966-01-16,18594580902584,M23 9,C,F,2017-07-11
1945-12-15,89585983021073,M15 5,B,M,1976-04-26
1975-10-31,64098835731433,M8 5,A,F,2008-05-14
1997-06-24,42120967782132,M20 6,C,F,2016-01-15
1963-06-01,80426299806920,M2 2,F,F,1987-12-16
2006-08-29,97552657280066,M46 0,B,F,2009-01-26
1995-07-09,40858680811490,M28 2,A,F,1998-01-02
1982-10-23,39218821000961,M20 6,D,F,1993-03-21
1944-03-26,91426292033762,M46 0,B,F,1987-09-22
1961-07-19,22000626046451,M20 4,F,M,2009-12-31
1943-04-18,8032108673628,M19 1,F,M,1989-01-20
1983-11-21,76537353670817,M2 2,A,F,2010-08-12
1946-12-15,5593835484608,M24 1,B,F,2014-05-07
1982-03-04,6336661904079,M3 6,X,M,1983-09-14
1976-08-16,94203383320777,M20 4,F,M,2001-02-25
1963-11-01,10556427559556,M11 4,A,M,1994-03-06
1970-02-03,93816723022713,M34 3,F,M,1992-05-27
1978-04-24,34910431046883,M18 7,A,F,1997-04-22
1941-03-19,89531786274444,M5 4,D,F,1955-08-04
1951-07-20,1403173720523,M28 3,A,F,1969-07-14
1934-08-11,58960032272595,M4 6,X,F,1977-06-10
1944-08-17,9247447689601,M14 5,F,M,1953-04-27
1936-08-19,96595646924893,M33 3,C,F,2014-05-18
1981-06-06,66370809969966,M27 8,C,F,1988-09-23
1946-04-19,9203788387851,M7 2,A,F,1992-05-12
2003-12-05,54122012870067,M20 1,B,M,2010-06-13
1943-08-16,60503617070242,M5 4,F,M,2008-10-21
1945-10-14,45454571305242,M9 0,X,M,2005-03-06
1973-03-28,91617588838471,M44 6,C,M,1977-10-24
1965-10-23,72559220352963,M19 3,A,F,2015-10-15
1946-03-28,17546188680744,M4 6,X,M,1946-11-25
1998-07-10,74147924081892,M3 3,A,F,2004-06-13
1999-05-31,45694243757401,M14 7,B,M,2010-05-08
1966-09-25,7298300401276,M21 9,C,F,2011-01-31
2004-04-03,3900699688597,M12 5,X,F,2008-11-13
1993-05-31,7814981411780,M21 9,F,M,2006-03-17
1980-02-06,75434501461277,M24 6,C,F,2002-04-09
1989-06-26,12556467823151,M21 9,F,M,2007-05-31
1996-03-15,2469696714561,M45 8,C,F,2012-03-03
1998-04-28,12270520096173,M25 1,X,M,2001-12-07
1939-03-28,47937471850583,M25 9,C,F,1982-09-30
1958-07-23,99479345604678,M7 2,B,F,2012-05-04
2007-07-19,48639690025592,M25 3,D,F,2008-04-23
1976-01-29,3020946541086,M26 3,B,F,2001-03-22
1979-05-05,12703143154584,M40 1,A,F,2003-09-05
1962-10-16,19273938834430,M12 5,X,F,1986-03-07
1953-05-12,23484757748045,M24 2,F,M,1969-04-05
1959-07-14,75467385877693,M25 9,B,F,2017-10-24
1976-09-06,7802207497547,M25 1,A,F,2003-06-27
2004-08-25,74664027713159,M20 1,F,F,2014-03-11
1972-02-19,44896417631716,M6 5,D,M,1988-09-25
1961-03-11,4328696470064,M90 5,B,M,2003-11-04
1962-10-12,53943846511190,M24 2,F,F,2014-05-15
1938-04-24,645231305959,M35 0,A,M,1969-10-16
1964-06-18,68991235455485,M33 5,X,F,1967-03-14
1998-09-05,77937149940140,M19 1,A,F,2005-10-08
1945-05-12,12586645334219,M25 9,A,M,1973-01-27
1944-04-20,81971693475745,M43 7,F,F,1953-08-30
1967-05-09,61416879772668,M20 1,A,M,2016-01-04
1951-11-29,9293252799941,M8 5,A,F,1955-07-30
1997-06-05,15231831995061,M7 2,B,M,2005-07-09
1990-09-13,29066398299021,M20 6,C,M,2013-05-15
1970-11-10,70609527420376,M29 8,D,F,1991-02-15
1963-11-16,40697293987414,M12 5,F,M,1981-04-29
2001-01-06,90317754579920,M45 7,X,M,2004-08-21
1984-04-20,55540224569373,M60 1,X,F,2012-10-03
2006-06-04,35912793053341,M45 8,X,M,2008-12-14
1968-10-14,73370411615339,M29 8,F,F,2005-07-05
1948-11-03,80079837679349,M43 7,B,F,2006-12-29
2006-11-10,91062003378531,M28 1,B,M,2017-03-30
1989-12-04,63730396228101,M20 4,A,M,2004-03-01
1972-10-24,32682700129545,M4 5,C,M,2016-01-15
1959-04-27,7933478994393,M43 7,F,F,1959-12-08
2005-02-05,99743766948315,M46 0,A,M,2017-07-28
1974-10-06,82237182701964,M28 2,F,M,2007-12-16
1968-11-04,76254223288900,M33 5,X,F,2008-07-16
2006-12-24,69686712990605,M38 0,B,F,2009-02-04
1953-01-12,4308525082058,M34 5,B,M,2007-09-15
1986-09-25,27311549746185,M40 1,X,M,2007-04-09
1979-11-24,47112833478698,M23 9,X,M,1985-10-09
1938-07-13,82464890353563,M40 8,B,M,1976-04-01
1933-10-01,63640727200900,M30 0,A,F,1937-06-22
1966-04-15,88275892294220,M11 4,B,M,1967-04-21
1978-09-13,38573218679519,M21 9,D,F,1983-04-05
1985-04-22,662996765120,M14 5,C,F,2008-01-06
1954-12-12,51162235940327,M18 7,C,M,1958-07-26
1958-02-07,82213819792686,M3 6,A,M,2016-09-19
1996-01-16,80405862395143,M23 9,F,M,1997-01-15
1992-02-05,93307758139521,M4 5,X,F,1998-04-13
1989-06-18,9366959375708,M45 7,D,M,2012-06-14
2002-10-29,29008470367921,M27 9,A,F,2002-11-18
1958-09-18,68042035516259,M14 5,A,F,1997-01-29
1962-04-05,26197683755509,M28 1,A,M,1965-05-22
1950-02-01,39338069645309,M33 3,B,M,2007-11-22
1953-06-29,30877400808026,M27 9,C,F,1986-02-19
1953-09-22,67016783977670,M33 6,D,F,1995-02-28
1970-11-29,32048513417281,M34 6,A,M,1984-03-13
1985-12-12,32784742923497,M46 0,C,M,1998-02-07
1988-11-26,76634268133530,M40 8,D,M,1998-06-23
1951-11-14,94945872722285,M40 8,C,F,1959-11-03
1988-01-21,59125707773163,M14 7,C,F,2013-06-13
1965-08-07,29654540202432,M12 5,A,M,1995-11-30
1941-10-02,60639318006485,M25 3,A,M,1946-01-07
1955-08-27,19374257189505,M90 5,F,F,2007-09-05
1996-03-07,89049857864680,M4 1,B,M,2003-09-19
1994-11-03,81268476807368,M24 4,B,F,1998-07-24
1991-06-07,38678312430054,M8 5,B,M,2008-06-12
1961-08-07,13959858149589,M21 9,C,M,2009-09-09
1969-01-16,74405086717816,M24 6,F,F,1988-05-02
1990-07-07,62266611624416,M8 5,F,M,2017-08-19
1949-08-16,19032528763744,M12 5,F,M,2000-12-26
1986-11-25,29109440040557,M33 3,C,M,2000-12-10
1953-05-27,44822285623367,M1 2,B,F,2003-05-07
1978-11-18,47024721629166,M28 2,B,F,1988-08-02
1956-05-22,228645582724,M7 4,A,M,1962-04-16
1975-08-04,29101417486353,M60 1,D,F,1987-07-08
1964-05-29,76030032336509,M1 3,F,M,1970-03-27
1968-03-21,97615760661761,M1 2,C,F,1983-06-26
1946-12-29,19639923155054,M1 3,C,M,1954-10-10
1979-11-11,58136949485491,M24 2,X,M,1988-04-08
1933-10-29,1581401997835,M33 5,F,M,2013-12-28
1995-09-16,6072545978456,M46 0,F,F,2007-12-15
1993-12-14,8425859956966,M18 8,D,M,1997-12-13
1962-11-02,99716178049664,M38 0,C,F,2012-11-30
1982-03-22,23308782939444,M19 1,D,M,1997-03-20
1937-06-04,33413802411900,M22 9,X,M,1942-07-05
1944-12-17,55190641486074,M40 0,X,M,1973-05-31
2000-04-30,76741192057002,M34 3,D,M,2013-06-03
1937-11-17,51497550752240,M27 0,D,F,1984-12-16
1956-07-23,28730490565534,M19 1,A,M,2013-10-31
1944-12-12,58810770538015,M14 7,B,M,1948-12-10
1965-03-01,95596941073714,M34 6,B,M,1968-10-12
1994-04-11,39906661329418,M20 6,X,F,2003-12-06
1998-02-09,50744040869336,M6 5,A,F,2013-10-07
1961-02-18,36562623733423,M18 8,X,F,2007-12-19
1982-05-22,10715102697771,M1 2,B,F,2004-06-27
1989-11-23,7866570730901,M45 8,F,F,2009-03-13
1993-07-18,92324474573456,M2 2,F,M,2012-02-10
1951-08-17,34600258015157,M46 0,C,F,2004-08-26
1992-12-12,80097418095745,M26 3,X,F,2004-03-20
1954-08-11,85773424934498,M40 1,C,F,2008-08-25
1975-06-27,44818052092272,M7 2,D,M,1985-10-09
1952-04-06,94983666516156,M14 5,C,F,1958-10-21
1962-12-10,41167011871174,M4 5,X,M,1991-05-08
1981-07-03,45889055179548,M11 4,D,F,1986-02-05
1950-07-28,88565905778853,M40 7,X,F,1998-09-28
1957-04-04,23177989292922,M14 7,X,M,2010-09-06
1974-12-15,51831450504965,M24 4,X,F,1998-01-26
1996-02-08,7894469690392,M33 3,X,F,2009-02-16
2003-05-17,20681651968605,M25 9,F,M,2007-04-12
1940-05-21,86380291579091,M46 0,D,F,1994-05-15
1957-12-27,48662100595978,M27 8,X,M,1983-04-22
1950-03-13,94797441906461,M38 0,X,F,1966-08-04
1988-07-05,96023961143353,M40 1,F,F,1991-03-08
1959-02-04,85624817599266,M7 3,B,F,1995-11-22
1973-05-22,78745355332228,M9 4,C,F,1992-03-11
1942-09-06,34346319333195,M40 7,A,M,1996-05-03
2001-09-26,65596237808166,M12 5,F,F,2007-04-02
1987-08-26,69990493105542,M22 5,F,M,2013-06-22
1969-02-10,79608281205492,M40 2,F,M,2004-02-18
1986-10-26,87306035648275,M7 4,C,F,2013-07-19
1998-11-29,75771919061182,M15 5,D,M,2000-01-23
1955-12-09,71623520393897,M26 3,F,F,2016-03-28
1967-05-20,97858002175512,M26 3,F,M,1993-08-12
2007-07-28,85830927542517,M19 1,X,M,2017-03-25
1958-04-04,27035281889534,M43 7,F,M,1994-08-10
1962-05-28,86471030916370,M15 5,D,F,1964-05-25
1971-10-11,18438084616844,M45 7,D,F,2011-10-04
1967-01-15,80294672083286,M27 0,X,F,2008-08-20
1994-11-22,82733598552979,M40 1,X,M,2017-10-14
1938-07-01,66359595561745,M26 3,D,F,1946-06-15
1934-11-02,42793882817464,M7 2,D,F,2000-10-24
1999-05-20,35389772663171,M34 6,D,F,2000-02-21
1935-05-02,2216709874880,M24 6,A,F,1979-04-20
1963-12-01,60221341308142,M34 5,A,M,1993-09-30
1994-05-17,7057332531628,M9 4,C,F,1995-11-20
1933-05-15,57459723248791,M21 9,B,F,1977-10-10
1941-12-20,70094101524832,M33 6,D,F,1990-05-17
1936-11-30,96367815243063,M38 0,B,M,1953-05-29
1933-08-15,14274847299980,M22 0,B,M,1951-11-01
1981-07-25,33920742229641,M20 4,B,F,1989-02-22
1979-09-01,15091785975196,M38 0,X,M,1995-09-12
1997-09-22,2354248706046,M24 6,D,M,1997-10-29
1958-03-16,51397802924807,M22 5,X,M,1970-06-12
1949-05-13,59264082407016,M45 7,B,M,2004-12-30
1950-02-22,75566636161017,M45 7,X,F,2017-10-20
1935-12-22,95321126809468,M19 3,X,M,1953-10-27
1992-02-07,25642466785085,M34 3,D,M,2003-01-20
1954-06-05,45844039482158,M4 5,C,M,1993-09-07
2004-07-23,95620011093510,M25 1,D,F,2014-06-22
1973-06-20,63861163603559,M40 2,X,M,1990-01-29
2003-02-26,15374880136934,M46 0,F,F,2012-09-10
1944-11-25,14988123076171,M28 2,X,M,1959-12-05
1949-05-26,14829246121705,M7 3,D,F,1979-12-07
1938-06-12,75165266910877,M21 9,B,M,1980-06-15
1938-02-12,93129590088777,M38 0,C,F,1951-10-29
1938-02-25,3776946588043,M34 5,A,M,1947-08-21
1953-02-19,9583266815149,M12 5,D,M,1970-08-26
1956-10-18,43803363773492,M34 6,F,F,1963-02-13
1998-06-15,55989416344026,M33 5,C,M,2013-05-02
1964-06-19,25982294824459,M35 0,B,M,1991-02-20
1955-08-22,20414126306196,M23 9,X,F,2003-09-08
1947-07-23,19486782757476,M1 3,X,M,1969-03-15
1968-10-21,14858848614582,M14 7,X,M,1975-07-21
1939-06-23,90869206767816,M43 7,B,M,1974-10-29
1980-12-29,90998483124412,M1 3,B,M,2014-05-27
1991-12-25,41136715360148,M28 3,D,F,2012-08-09
1977-09-21,69614098867987,M40 2,A,M,1984-08-01
1951-12-10,97128287788752,M19 3,X,M,1988-03-14
1972-01-03,18414969956440,M24 4,C,F,1996-01-26
1991-08-16,63997405514824,M8 9,F,F,2005-05-22
1988-04-03,35385718079572,M9 0,F,M,1995-11-25
1966-07-10,32485381214346,M40 2,F,M,2013-06-28
1998-07-07,66037037531153,M60 1,C,M,2017-11-21
1984-07-20,61000277766915,M27 8,C,M,2007-08-20
1954-02-11,70378116020387,M29 8,C,M,1987-10-05
1935-01-02,18308448642993,M21 9,X,F,1951-06-30
1946-04-07,19193397816359,M24 2,F,M,1966-06-30
1937-04-24,93711914882978,M60 1,C,M,1996-10-15
1994-03-31,51646832248492,M22 0,F,F,2012-02-02
1998-10-08,99101246277786,M6 7,F,M,2001-02-11
1970-01-14,47216033991301,M20 4,C,M,2010-10-10
1988-01-24,53174361911939,M33 6,C,M,2005-04-12
1942-07-16,21800674217445,M38 0,D,M,1993-01-06
1994-03-21,35178896493224,M33 5,C,F,2010-10-20
1998-11-07,62102754033597,M45 8,A,F,2014-06-22
1945-12-25,27129766929398,M14 7,B,M,1973-10-16
1968-03-09,96868827972109,M40 0,B,F,2000-10-05
1937-03-20,66977442126409,M18 7,A,M,2001-06-23
1968-12-08,98335122145661,M18 7,D,F,1981-01-21
2001-11-18,73490936534489,M11 4,F,F,2015-11-30
1984-09-13,123809230336,M60 1,C,M,1984-11-08
2007-08-16,67783716081887,M18 8,C,F,2017-11-11
1951-02-14,96993581458677,M9 0,D,F,1965-06-06
1968-08-27,81906938239650,M24 1,X,M,1996-11-29
1938-04-14,76353482742279,M20 4,D,F,2000-06-23
2003-03-07,24692442934318,M3 6,X,F,2015-06-30
1945-01-03,18808934291450,M1 2,D,F,2003-11-19
1994-04-02,38039615403557,M8 5,D,F,2000-10-08
1988-07-01,65612667895616,M14 7,X,F,2003-10-25
1934-06-05,99342348106217,M34 5,C,F,1943-05-08
1972-09-02,19780575409730,M6 5,D,M,2003-12-18
1967-09-04,89504539796339,M12 5,C,M,2011-12-09
1968-01-25,12598579078997,M7 3,D,M,1988-03-19
1982-08-28,82238377472582,M60 1,A,F,1994-04-27
1935-06-28,21212255461776,M21 9,B,F,2013-05-23
1986-05-31,65433833918816,M43 7,C,M,1994-11-05
1954-04-23,56566570755338,M23 9,A,M,1977-09-30
1960-08-12,4853146801356,M40 7,B,M,1974-12-27
2000-01-26,45954304331577,M5 4,D,F,2012-12-11
1934-09-27,38076417934906,M40 8,C,F,1983-10-27
1986-07-11,95410725593673,M43 7,F,F,2002-01-18
1983-03-16,61400502553800,M8 9,B,F,1999-12-06
1983-08-21,7042288815877,M27 8,X,F,1985-08-26
1988-03-29,55376729704925,M7 3,X,F,1992-11-22
1957-08-18,2832196983442,M20 4,B,M,1957-12-04
1935-04-27,18961276475275,M14 5,X,F,1966-09-29
1978-04-30,84180730098214,M40 8,C,M,2016-09-26
1982-10-10,42683403608095,M27 9,F,F,2010-06-01
1937-11-16,78816182482920,M28 2,F,M,1969-12-05
1980-05-20,46585273970171,M24 2,B,M,1996-05-30
1975-11-30,18389575318530,M40 2,C,M,2003-10-19
1945-04-09,50309443592896,M28 2,F,F,1949-08-02
1947-12-18,88196214976913,M45 7,F,M,1960-09-17
1945-06-25,25734054981894,M4 5,C,M,1979-11-15
2006-06-10,3834100234149,M40 7,X,F,2007-04-08
1951-03-20,44504063157064,M34 3,F,F,1961-05-02
1993-11-02,93136646416684,M6 7,B,M,1993-12-10
1992-09-13,48402692758576,M28 1,A,M,2017-08-28
1974-06-02,98230695889683,M8 5,B,F,1990-06-17
1937-02-01,80628584350937,M40 1,C,F,1990-06-28
1971-08-28,2986108384448,M45 7,B,M,1991-01-02
1988-02-01,16583236707025,M19 3,D,F,1990-10-07
1985-05-09,8759506946890,M44 6,D,M,1995-12-20
1969-10-14,70145463141563,M7 3,A,M,2001-12-09
1981-05-21,96383206641332,M40 2,C,F,1994-08-14
1989-04-19,73018882733840,M24 2,D,F,2002-03-05
1973-01-24,92555420170595,M26 3,B,M,1984-06-01
1990-04-15,30636403779827,M18 7,F,F,2013-06-19
1936-02-17,76547490606071,M28 1,D,F,1963-10-17
1934-10-06,47822539485476,M60 1,D,M,1942-11-28
1974-06-20,12245718748933,M8 5,C,F,1983-09-14
1975-08-31,4592622822294,M2 2,F,M,2002-03-26
1984-12-04,76241629641344,M40 2,D,M,2016-10-21
1950-08-01,11650278317103,M22 9,X,F,2015-11-18
1983-12-28,11847007544729,M34 5,X,F,2000-08-28
1958-07-04,82739500942972,M40 8,X,M,2016-10-24
1965-10-05,37949419394031,M35 0,F,M,2013-06-27
1990-12-15,82443339392351,M4 6,F,M,2011-12-01
1989-10-07,50568489207217,M22 9,X,M,2015-06-03
1959-12-23,57483213607434,M33 5,D,F,1963-01-27
1979-04-19,24187525948305,M27 9,B,F,2005-08-08
1974-04-17,96704722735478,M22 5,B,F,2013-10-22
1947-03-17,50927052952083,M27 0,B,F,2015-10-31
2006-04-18,78476147302863,M40 8,X,M,2017-04-12
1949-11-13,58886401849798,M33 3,C,M,1998-05-25
1933-11-29,90695504691565,M90 5,D,F,2017-03-02
1973-10-17,27163123364033,M35 0,X,M,2005-07-11
1948-08-30,97486916064365,M3 3,A,M,2002-11-24
1964-09-20,30325802814825,M18 7,A,M,1997-08-14
1933-08-09,53609209514071,M6 5,A,M,1979-11-07
1973-07-24,33481041129836,M26 3,C,M,2003-12-15
1943-02-16,84568235312837,M43 7,B,F,1944-06-06
1998-07-26,57856515186493,M27 8,C,F,2004-09-28
1946-01-16,7528388857286,M12 5,X,F,1970-09-26
1983-05-01,53981075449217,M20 4,B,M,2001-03-17
1942-02-01,35812142312994,M6 7,F,F,1981-08-23
2007-05-24,24542269284668,M1 2,F,M,2009-09-18
1947-06-04,19053506887523,M25 1,A,F,1995-05-22
2006-06-16,90324902375030,M40 0,B,F,2016-03-31
1957-02-20,36532178078533,M33 6,A,M,1997-03-23
1934-06-23,78276491868105,M24 6,B,M,1941-07-24
1934-01-30,39530423169555,M34 3,D,F,1955-07-01
1973-02-21,40701790613936,M20 6,F,M,1985-09-29
1964-09-15,67942798754950,M22 5,F,F,2001-02-08
1994-05-30,21951973580096,M33 3,B,M,1998-08-30
1935-07-03,7281038687193,M8 5,X,M,1993-06-26
1948-10-15,37242597563423,M34 3,B,F,1991-07-31
1943-03-05,76538218897291,M44 6,X,M,1985-10-31
1972-07-24,78035725766417,M25 9,D,F,1989-08-02
1943-09-09,45739612718817,M35 0,F,F,2007-01-30
1956-08-14,23885641266852,M41 7,D,F,1958-02-13
1988-02-04,47055968264598,M11 4,D,F,2011-09-30
2006-05-08,46997774637519,M34 3,A,M,2016-06-24
1949-01-09,72092900706032,M18 8,D,M,1976-05-17
1952-01-16,51794102562593,M44 6,F,M,1953-11-18
1939-01-01,83910922391186,M40 0,D,F,1971-01-05
1954-05-24,61066486181088,M20 1,C,F,1980-04-02
1983-11-18,64887245919603,M3 3,F,M,1988-05-20
1977-07-15,60052031556232,M24 6,X,M,1987-11-10
1945-08-14,41906910795776,M43 7,F,M,1968-07-28
1970-05-12,97665014560494,M25 1,A,F,1977-07-21
1957-08-25,55427944029511,M38 0,X,F,1989-02-17
1964-04-03,29546793254789,M40 8,F,M,1981-05-02
1992-05-07,3869224665417,M1 2,A,F,2011-04-03
1958-12-18,3229174851940,M5 4,D,M,2002-11-09
1955-08-19,3715930519809,M22 0,A,F,1961-09-12
1979-07-03,55206011630966,M20 4,F,F,2005-12-24
1949-11-19,34688179434579,M7 2,X,F,1981-12-21
1958-11-30,35081704706152,M4 5,D,F,1999-12-25
1956-04-11,5724813663326,M25 9,F,M,1966-10-25
2003-10-01,97844745787867,M33 6,B,F,2015-11-03
2007-07-28,30542573974776,M19 1,F,M,2016-10-25
1933-09-24,42644431528377,M7 2,A,F,1965-11-25
1989-10-27,74909029897180,M7 3,F,F,1995-05-23
1969-01-14,78118842375834,M5 4,X,F,2003-11-13
1994-11-01,37026387708896,M44 6,C,M,2011-05-24
1950-02-17,48450274713648,M28 2,X,F,2012-05-25
2001-10-07,98340472691656,M30 0,F,F,2013-06-18
1946-07-29,49964418506453,M33 3,B,F,1976-03-08
1993-09-27,43351547517737,M15 5,F,F,2006-04-14
1957-07-06,5544645889219,M45 8,F,F,1996-10-26
1979-07-27,19776197398183,M8 9,A,F,1993-10-23
1958-04-18,69840024002934,M33 6,F,M,2007-04-06
1976-05-20,46518479951624,M8 9,B,F,2012-12-28
1937-01-09,48380265934690,M33 5,A,M,1944-03-13
1944-10-09,80275438137465,M40 2,B,F,1971-12-05
1960-08-12,93891519618146,M15 5,A,M,1963-11-21
1977-03-24,14854170071648,M6 7,D,F,1997-08-26
1991-11-06,64738146987611,M14 7,A,F,1996-06-11
1983-05-13,47167086448078,M33 6,D,M,1985-12-03
1974-03-15,18860560683064,M3 6,A,F,1998-08-12
1937-09-11,37504995251734,M44 6,D,F,1982-05-16
2003-06-04,91631706083608,M60 1,C,M,2005-12-27
1946-09-15,27816001594364,M38 0,C,M,1983-10-25
1981-01-23,12231341198299,M24 6,X,F,2004-08-07
1954-11-17,80211594868260,M28 2,D,F,2017-04-23
1936-02-08,41652709173491,M23 9,X,M,1979-09-13
1968-02-10,4832874839546,M15 5,A,F,2002-10-08
1982-02-26,46493876032412,M26 3,D,M,2005-09-24
1973-12-27,8699936583441,M8 5,X,F,1987-06-01
2002-01-19,47685531447054,M5 4,X,M,2014-03-19
1987-01-21,92433761870616,M25 9,X,M,2014-04-26
1992-10-21,75986328811530,M30 0,F,F,2017-09-23
1933-09-25,79481929532952,M45 8,A,M,1972-11-15
1950-09-18,47246091637777,M28 1,A,F,1982-03-16
1989-08-04,30366713109716,M28 3,D,M,2009-10-30
1934-06-19,30054469551825,M6 7,F,F,1962-12-25
1998-11-11,89388289741838,M90 5,A,F,2005-01-29
1937-09-09,95177071994188,M27 8,A,F,1963-04-09
